N,M,expertiseMean,expertiseSpread,expertiseSkew,entrantExpertiseMean,entrantExpertiseSpread,entrantExpertiseFloor,graphAttachment,transferRate,decayRate,learningRateSpread,personalLearningRate,mobilityMode,jumpProbability,competitionAversion,prestigeWeight,baseMoveProb,turnoverRate,learningCap,seniorTenureYears,aptitudeMean,aptitudeSpread,teachTopN,aboveMeanDrag,criticalMass,criticalMassSharpness,aiEnabled,aiLevelFraction,aiDampeningBelow,aiDampeningAbove,graphSource,institutionSizing,candidateCap,worldModelFingerprint,comboIndex,arm,t,meanE_mean,meanE_std,p10E_mean,p10E_std,p50E_mean,p50E_std,p90E_mean,p90E_std,divergence_mean,divergence_std,topE_mean,topE_std,aiLevel_mean,aiLevel_std,shareBelowAI_mean,shareBelowAI_std,shareExpert_mean,shareExpert_std,minOccupancy_mean,minOccupancy_std,emptyInstitutions_mean,emptyInstitutions_std,underOccupiedInstitutions_mean,underOccupiedInstitutions_std,n
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,94,baseline,120,0.48426410101975004,0,0.2255,0,0.5265,0,0.6145,0,0.015715667627880566,0,0.855782151222229,0,,,,,0.19166666666666668,0,0,0,39,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,95,treatment,120,0.47201770370826124,0,0.1935,0,0.5115,0,0.6275,0,0.01607253798017489,0,0.8351443409919739,0,0.585,0,0.785,0,0.215,0,0,0,48,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,95,baseline,120,0.495477018908908,0,0.2475,0,0.5365,0,0.6315,0,0.011745800588619987,0,0.8001855611801147,0,,,,,0.285,0,0,0,40,0,217,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,96,treatment,120,0.4520002066530287,0,0.1775,0,0.4975,0,0.6115,0,0.01569474991950933,0,0.9211546778678894,0,0.585,0,0.8666666666666667,0,0.13333333333333333,0,0,0,53,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,96,baseline,120,0.4728434442852934,0,0.2085,0,0.5195,0,0.6215,0,0.017600662371614027,0,0.9319815039634705,0,,,,,0.205,0,0,0,45,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,97,treatment,120,0.46682767243434986,0,0.1765,0,0.5155,0,0.6235,0,0.016497423272401706,0,0.9492901563644409,0,0.585,0,0.805,0,0.195,0,0,0,51,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,97,baseline,120,0.4938558407065769,0,0.2505,0,0.5375,0,0.6205,0,0.013851424432928621,0,0.7945498824119568,0,,,,,0.2916666666666667,0,0,0,49,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,98,treatment,120,0.4528825573374828,0,0.2075,0,0.4985,0,0.5915,0,0.014140577162450249,0,0.9184178113937378,0,0.585,0,0.8766666666666667,0,0.12333333333333334,0,0,0,48,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,98,baseline,120,0.478036499346296,0,0.2515,0,0.5155,0,0.6065,0,0.01533687152159077,0,0.9164890050888062,0,,,,,0.20166666666666666,0,0,0,46,0,206,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,99,treatment,120,0.450483327023685,0,0.2085,0,0.4875,0,0.5935,0,0.011229357536920847,0,0.8205649852752686,0,0.585,0,0.875,0,0.125,0,0,0,42,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,99,baseline,120,0.47506059860189753,0,0.2155,0,0.5185,0,0.6165,0,0.015572595505425755,0,0.8100894689559937,0,,,,,0.22,0,0,0,41,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,100,treatment,120,0.4556584095147749,0,0.2125,0,0.4965,0,0.5925,0,0.015975020454623116,0,0.8962511420249939,0,0.585,0,0.885,0,0.115,0,0,0,52,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,100,baseline,120,0.46895484620084366,0,0.2095,0,0.5105,0,0.5975,0,0.013849384955869813,0,0.7980071902275085,0,,,,,0.14333333333333334,0,0,0,54,0,205,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,101,treatment,120,0.4597722809637586,0,0.2385,0,0.4935,0,0.5825,0,0.01433993758036684,0,0.9567069411277771,0,0.585,0,0.9033333333333333,0,0.09666666666666666,0,0,0,48,0,215,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,101,baseline,120,0.48355895868813,0,0.2745,0,0.5135,0,0.6035,0,0.010689744182313837,0,0.9568259119987488,0,,,,,0.17666666666666667,0,0,0,44,0,217,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,102,treatment,120,0.4462890813313425,0,0.2085,0,0.4815,0,0.5935,0,0.014107310203536918,0,0.8461956977844238,0,0.585,0,0.87,0,0.13,0,0,0,48,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,102,baseline,120,0.4713876868970692,0,0.2415,0,0.5115,0,0.6175,0,0.013927423191996871,0,0.8461956977844238,0,,,,,0.18166666666666667,0,0,0,56,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,103,treatment,120,0.4457343340665102,0,0.1755,0,0.4845,0,0.5985,0,0.01417779932116774,0,0.7836282849311829,0,0.585,0,0.8616666666666667,0,0.13833333333333334,0,0,0,53,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,103,baseline,120,0.46906526093681655,0,0.2175,0,0.5125,0,0.6105,0,0.013623841368171147,0,0.7836282849311829,0,,,,,0.19166666666666668,0,0,0,61,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.047,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,104,treatment,120,0.4392110622736315,0,0.1555,0,0.4835,0,0.5955,0,0.01566573007854143,0,0.8164059519767761,0,0.585,0,0.8816666666666667,0,0.11833333333333333,0,0,0,54,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.116,0.047,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,104,baseline,120,0.4594200424477458,0,0.2045,0,0.5005,0,0.6085,0,0.013406618107887213,0,0.8470375537872314,0,,,,,0.17666666666666667,0,0,0,49,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,105,treatment,120,0.49386284961675603,0,0.1905,0,0.5365,0,0.6705,0,0.015503281576556794,0,0.8776393532752991,0,0.585,0,0.6466666666666666,0,0.35333333333333333,0,0,0,53,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.012,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,105,baseline,120,0.5209490516098837,0,0.2385,0,0.5665,0,0.6775,0,0.01468152476948265,0,0.8876413702964783,0,,,,,0.4166666666666667,0,0,0,41,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,106,treatment,120,0.4905420165446897,0,0.1955,0,0.5395,0,0.6465,0,0.014308348565225396,0,0.8909848928451538,0,0.585,0,0.7133333333333334,0,0.2866666666666667,0,0,0,60,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.01375,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,106,baseline,120,0.5092096547658245,0,0.2295,0,0.5565,0,0.6635,0,0.015341639431671779,0,0.9085770845413208,0,,,,,0.38333333333333336,0,0,0,48,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,107,treatment,120,0.4882064536400139,0,0.2045,0,0.5305,0,0.6515,0,0.01533850595149378,0,0.8898314237594604,0,0.585,0,0.72,0,0.28,0,0,0,49,0,215,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0155,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,107,baseline,120,0.5021804257978996,0,0.2305,0,0.5365,0,0.6565,0,0.01511609192451944,0,0.8481510281562805,0,,,,,0.355,0,0,0,52,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,108,treatment,120,0.4868748975669344,0,0.1865,0,0.5345,0,0.6455,0,0.01954589871251481,0,0.8955656290054321,0,0.585,0,0.695,0,0.305,0,0,0,44,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.01725,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,108,baseline,120,0.5065864199648301,0,0.2425,0,0.5525,0,0.6595,0,0.017716143862304065,0,0.8917775750160217,0,,,,,0.35333333333333333,0,0,0,49,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,109,treatment,120,0.4785727136209607,0,0.1995,0,0.5165,0,0.6415,0,0.01582628991690861,0,0.9571180939674377,0,0.585,0,0.77,0,0.23,0,0,0,44,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.019,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,109,baseline,120,0.49696580100804566,0,0.2235,0,0.5345,0,0.6445,0,0.013497164418640498,0,0.9557555317878723,0,,,,,0.285,0,0,0,49,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,110,treatment,120,0.48980735705544554,0,0.2515,0,0.5235,0,0.6385,0,0.01457161765203695,0,0.9318174719810486,0,0.585,0,0.765,0,0.235,0,0,0,40,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02075,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,110,baseline,120,0.502639911075433,0,0.2465,0,0.5455,0,0.6475,0,0.01479589143304138,0,0.925473153591156,0,,,,,0.30666666666666664,0,0,0,43,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,111,treatment,120,0.45789589336762826,0,0.1675,0,0.5045,0,0.6295,0,0.017023266831812933,0,0.9040007591247559,0,0.585,0,0.8066666666666666,0,0.19333333333333333,0,0,0,52,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0225,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,111,baseline,120,0.4776085340542098,0,0.1955,0,0.5295,0,0.6445,0,0.017390673187678847,0,0.8826634287834167,0,,,,,0.26,0,0,0,57,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,112,treatment,120,0.4756901253014803,0,0.2415,0,0.5145,0,0.6325,0,0.012291445539359368,0,0.8852754831314087,0,0.585,0,0.7883333333333333,0,0.21166666666666667,0,0,0,48,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02425,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,112,baseline,120,0.49831970701615014,0,0.2655,0,0.5405,0,0.6395,0,0.014341704567165417,0,0.8828517198562622,0,,,,,0.3016666666666667,0,0,0,53,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,113,treatment,120,0.4950493608477215,0,0.2575,0,0.5255,0,0.6365,0,0.013444237477438729,0,0.8818861842155457,0,0.585,0,0.7366666666666667,0,0.2633333333333333,0,0,0,30,0,218,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.026,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,113,baseline,120,0.5040675576776266,0,0.2115,0,0.5405,0,0.6515,0,0.01358734244965069,0,0.9148482084274292,0,,,,,0.31833333333333336,0,0,0,42,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02775,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,114,treatment,120,0.4745585433331629,0,0.1855,0,0.5205,0,0.6325,0,0.01967213176479248,0,0.8989489674568176,0,0.585,0,0.705,0,0.295,0,0,0,63,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.02775,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,114,baseline,120,0.49461651312187316,0,0.2195,0,0.5405,0,0.6475,0,0.01995134557009164,0,0.8861685395240784,0,,,,,0.33666666666666667,0,0,0,51,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,115,treatment,120,0.463757196739316,0,0.1955,0,0.5005,0,0.6195,0,0.016903081165330666,0,0.919079601764679,0,0.585,0,0.815,0,0.185,0,0,0,45,0,213,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0295,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,115,baseline,120,0.48739188149571416,0,0.2145,0,0.5265,0,0.6455,0,0.017133440539478403,0,0.919079601764679,0,,,,,0.275,0,0,0,47,0,206,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,116,treatment,120,0.45836796614030995,0,0.1905,0,0.5085,0,0.6055,0,0.019157503730462853,0,0.8783290386199951,0,0.585,0,0.85,0,0.15,0,0,0,48,0,217,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03125,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,116,baseline,120,0.4803682316529254,0,0.2325,0,0.5205,0,0.6365,0,0.01567662597543796,0,0.8783290386199951,0,,,,,0.23,0,0,0,43,0,210,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,117,treatment,120,0.457344071076562,0,0.2135,0,0.4965,0,0.6075,0,0.012416274415673261,0,0.79582679271698,0,0.585,0,0.8533333333333334,0,0.14666666666666667,0,0,0,46,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.033,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,117,baseline,120,0.4776597507608434,0,0.2465,0,0.5125,0,0.6225,0,0.015376730453392797,0,0.7974002957344055,0,,,,,0.22833333333333333,0,0,0,45,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,118,treatment,120,0.45122381891434393,0,0.1875,0,0.4995,0,0.6035,0,0.020806236984830737,0,0.8461393117904663,0,0.585,0,0.8616666666666667,0,0.13833333333333334,0,0,0,45,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03475,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,118,baseline,120,0.47548786072060467,0,0.2255,0,0.5215,0,0.6165,0,0.01426507463600287,0,0.8574485778808594,0,,,,,0.22166666666666668,0,0,0,39,0,208,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,119,treatment,120,0.4502276287972927,0,0.1945,0,0.4965,0,0.5935,0,0.01232481195423217,0,0.7629655003547668,0,0.585,0,0.8766666666666667,0,0.12333333333333334,0,0,0,50,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0365,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,119,baseline,120,0.46357387272641065,0,0.1905,0,0.5165,0,0.6155,0,0.012036508264501075,0,0.7822795510292053,0,,,,,0.19333333333333333,0,0,0,47,0,215,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,120,treatment,120,0.4517077096179128,0,0.1925,0,0.4935,0,0.5975,0,0.01625197322269976,0,0.9265763759613037,0,0.585,0,0.87,0,0.13,0,0,0,57,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.03825,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,120,baseline,120,0.47332396247734626,0,0.2235,0,0.5165,0,0.6015,0,0.012824435405391292,0,0.8811436891555786,0,,,,,0.15,0,0,0,48,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,121,treatment,120,0.4479364695462088,0,0.1635,0,0.4865,0,0.5905,0,0.01168068063941041,0,0.8258439898490906,0,0.585,0,0.89,0,0.11,0,0,0,53,0,211,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,121,baseline,120,0.47131128501767916,0,0.2035,0,0.5185,0,0.6075,0,0.013999883575589945,0,0.873694121837616,0,,,,,0.19,0,0,0,56,0,212,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,122,treatment,120,0.44546293356766303,0,0.2185,0,0.4865,0,0.5815,0,0.010549606271079077,0,0.8318139910697937,0,0.585,0,0.91,0,0.09,0,0,0,55,0,209,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04175,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,122,baseline,120,0.46037157990038396,0,0.2395,0,0.4995,0,0.5935,0,0.010783736146974386,0,0.81793212890625,0,,,,,0.12666666666666668,0,0,0,58,0,206,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,123,treatment,120,0.4350932413525879,0,0.1885,0,0.4705,0,0.5765,0,0.014403757773594704,0,0.8533880710601807,0,0.585,0,0.9116666666666666,0,0.08833333333333333,0,0,0,49,0,214,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.0435,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,123,baseline,120,0.4577851403132081,0,0.2275,0,0.4915,0,0.6035,0,0.013349580270758285,0,0.8533880710601807,0,,,,,0.135,0,0,0,46,0,207,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,true,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,124,treatment,120,0.43308315207560855,0,0.1815,0,0.4775,0,0.5715,0,0.0132109706998067,0,0.7763608694076538,0,0.585,0,0.9216666666666666,0,0.07833333333333334,0,0,0,48,0,205,0,1
600,245,0.28,0.3,3,0.05,0.05,0.05,2,0.125,0.04525,1,0.005,hybrid,0.1,0.5,0.3,0.01,0.0020833333333333333,0.0048,8,0.75,0.2,8,16,0,2,false,0.585,0.75,1,worldModel,weighted,0,a2a0fec2,124,baseline,120,0.4530091088699798,0,0.1855,0,0.5005,0,0.6015,0,0.015266280387657198,0,0.7768657207489014,0,,,,,0.14833333333333334,0,0,0,51,0,205,0,1
